aX,aY,aZ,gX,gY,gZ
0.172,0.105,-0.941,2.258,-3.723,-5.554
0.176,0.108,-0.964,2.380,-2.319,-5.127
0.184,0.118,-0.963,1.953,-0.793,-4.761
0.186,0.143,-0.960,1.953,-1.770,-4.822
0.164,0.153,-0.932,2.319,-5.310,-5.188
0.146,0.153,-0.924,4.700,-7.996,-4.822
0.144,0.148,-0.932,6.775,-7.080,-3.723
0.144,0.137,-0.959,8.362,-4.578,-3.479
0.147,0.110,-0.996,9.094,-1.892,-3.357
0.164,0.090,-1.043,8.606,0.183,-2.625
0.193,0.087,-1.093,6.531,1.648,-2.319
0.212,0.090,-1.105,2.686,1.465,-3.235
0.208,0.104,-1.080,-1.648,-1.038,-5.005
0.192,0.120,-1.039,-4.944,-4.883,-6.042
0.172,0.129,-0.994,-6.531,-7.690,-6.775

-0.782,-0.283,2.055,123.840,-60.669,17.578
-0.878,-0.453,2.276,164.429,-64.697,34.119
-0.944,-0.628,2.383,214.844,-63.477,54.810
-0.944,-0.759,2.347,273.499,-57.007,80.505
-0.916,-0.837,2.142,333.313,-44.678,108.276
-0.973,-0.881,1.817,394.409,-26.489,141.174
-0.869,-0.997,1.317,456.421,3.662,175.293
-0.697,-1.028,0.608,505.676,49.438,203.918
-0.497,-0.944,-0.104,521.484,87.341,229.431
-0.245,-0.923,-0.716,517.822,95.703,251.160
-0.115,-0.731,-1.096,497.986,80.200,262.451
-0.068,-0.493,-1.298,478.027,51.575,258.179
0.105,-0.481,-1.478,486.267,34.607,259.827
0.293,-0.559,-1.837,509.521,36.682,269.775
0.642,-0.747,-2.014,510.742,34.180,279.114
1.097,-0.777,-2.449,505.005,42.175,276.550
1.300,-0.610,-2.493,433.350,40.527,249.146
1.348,-0.537,-2.494,373.962,12.695,223.083
1.325,-0.471,-2.510,322.388,-17.517,195.312
1.302,-0.321,-2.347,256.104,-44.739,167.847
1.189,-0.128,-2.084,202.209,-69.336,143.982
1.059,0.031,-1.827,174.622,-83.069,123.901
0.927,0.117,-1.637,159.729,-86.670,106.445
0.804,0.220,-1.512,146.667,-80.811,91.309
0.741,0.230,-1.467,144.714,-67.200,79.102
0.796,0.098,-1.589,157.227,-40.833,67.505
0.835,0.059,-1.839,163.574,-13.794,53.345
0.786,0.010,-2.084,150.574,-0.732,36.316
0.681,-0.015,-2.162,115.845,-5.249,19.592
0.511,0.024,-1.997,65.125,-27.283,8.362
0.373,0.065,-1.677,21.057,-53.833,4.395
0.256,0.084,-1.321,-5.493,-71.472,2.930
0.186,0.108,-1.060,-12.207,-73.242,2.625
0.166,0.143,-0.925,-5.066,-58.289,2.197
0.183,0.156,-0.910,6.958,-37.231,1.038
0.193,0.197,-0.916,12.878,-20.569,-1.404
0.189,0.229,-0.888,10.193,-14.648,-3.235
0.182,0.208,-0.849,6.165,-18.616,-4.456
0.185,0.180,-0.826,1.404,-20.142,-5.310
0.168,0.150,-0.787,-0.183,-13.428,-6.287
0.179,0.138,-0.810,4.333,-4.944,-4.578
0.215,0.127,-0.881,9.888,-1.648,-1.343
0.268,0.142,-0.917,11.292,-3.113,0.671
0.283,0.163,-0.896,9.155,-8.789,0.305
0.280,0.179,-0.856,9.338,-16.418,-1.648
0.260,0.182,-0.827,11.902,-19.226,-3.540
0.220,0.166,-0.825,16.113,-14.709,-4.211
0.220,0.157,-0.887,21.484,-6.714,-1.953
0.250,0.146,-0.972,24.475,-0.549,0.183
0.272,0.159,-1.041,22.095,2.808,0.122
0.296,0.162,-1.067,17.090,3.723,-1.648
0.293,0.169,-1.056,11.108,0.305,-4.761
0.238,0.148,-1.052,8.423,-5.371,-7.507
0.238,0.153,-1.072,7.446,-7.263,-6.653
0.253,0.159,-1.080,5.981,-5.554,-6.226
0.239,0.141,-1.067,4.639,-4.028,-7.629
0.236,0.150,-1.047,3.662,-4.272,-7.324
0.241,0.177,-1.015,2.136,-6.958,-6.836
0.217,0.182,-0.961,0.000,-10.803,-7.324
0.208,0.188,-0.898,-0.916,-13.000,-7.202
0.199,0.192,-0.844,0.000,-13.855,-6.409
0.180,0.172,-0.829,3.601,-13.489,-5.920
0.182,0.151,-0.843,7.690,-8.850,-5.127
0.201,0.132,-0.884,11.292,-3.174,-3.906
0.231,0.115,-0.911,12.817,-1.343,-3.418
0.229,0.126,-0.920,10.986,-5.188,-3.296
0.218,0.120,-0.925,9.766,-8.362,-4.028
0.223,0.125,-0.944,10.010,-7.385,-4.517
0.205,0.123,-0.965,11.230,-5.615,-5.493
0.196,0.107,-1.016,14.099,-6.104,-5.127
0.213,0.109,-1.053,14.465,-7.385,-3.723
0.233,0.105,-1.059,13.428,-9.460,-3.784
0.241,0.115,-1.047,12.085,-12.207,-5.066
0.221,0.129,-1.031,9.949,-13.916,-6.409
0.196,0.133,-1.016,7.690,-12.451,-6.836
0.195,0.149,-0.970,4.395,-9.888,-5.676
0.175,0.145,-0.912,2.136,-9.155,-5.676
0.154,0.129,-0.904,4.395,-7.385,-5.249
0.165,0.125,-0.920,7.568,-3.906,-2.930
0.181,0.123,-0.941,9.399,-2.991,-1.282
0.187,0.125,-0.959,9.644,-5.249,-0.610
0.196,0.124,-0.974,8.789,-7.690,-0.366
0.205,0.118,-0.989,7.751,-7.202,-0.366
0.217,0.115,-0.985,6.104,-3.906,-0.916
0.233,0.110,-0.997,5.920,-1.587,-1.770
0.248,0.106,-1.021,6.714,-2.258,-2.441
0.261,0.115,-1.035,5.737,-4.272,-3.357
0.250,0.125,-1.033,3.662,-6.287,-5.127
0.227,0.127,-1.011,1.648,-7.507,-6.165
0.230,0.130,-1.002,1.587,-7.812,-5.432
0.226,0.135,-0.992,1.160,-7.263,-5.310
0.201,0.137,-0.977,-0.366,-6.714,-5.554
0.185,0.143,-0.959,-1.587,-5.432,-4.944
0.189,0.141,-0.952,-1.404,-3.906,-4.333
0.195,0.134,-0.951,-0.732,-2.930,-4.089
0.200,0.127,-0.963,-0.305,-2.991,-4.028
0.206,0.123,-0.975,0.183,-3.418,-4.211
0.208,0.126,-0.974,-0.305,-3.784,-4.639
0.200,0.122,-0.964,-0.549,-4.150,-5.127
0.195,0.125,-0.955,-1.221,-4.883,-5.188
0.192,0.133,-0.944,-2.380,-5.981,-4.456
0.202,0.137,-0.934,-3.174,-6.470,-3.723
0.205,0.135,-0.922,-2.075,-4.456,-4.089
0.206,0.141,-0.904,-0.793,-3.113,-4.089
0.202,0.143,-0.902,1.526,-5.005,-3.906
0.204,0.139,-0.913,4.211,-6.531,-2.930
0.215,0.141,-0.931,5.676,-5.981,-2.563
0.219,0.136,-0.966,7.141,-4.395,-3.418
0.227,0.134,-0.995,7.263,-3.235,-3.723
0.230,0.135,-1.017,6.287,-3.784,-4.150
0.226,0.121,-1.027,4.028,-5.066,-4.272
0.240,0.121,-1.014,0.916,-4.761,-3.784
0.242,0.123,-0.996,-1.160,-4.395,-4.395
0.226,0.130,-0.985,-2.075,-4.822,-5.493
0.212,0.141,-0.966,-2.625,-5.188,-5.859
0.214,0.144,-0.947,-2.441,-6.714,-5.554
0.211,0.156,-0.918,-2.075,-8.606,-5.493
0.198,0.155,-0.899,-0.549,-9.888,-5.981
0.193,0.143,-0.895,1.587,-9.583,-5.981

-0.728,-0.245,2.151,137.939,-33.752,22.217
-0.763,-0.314,2.116,184.143,-35.278,37.231
-0.753,-0.392,2.047,230.835,-32.532,57.434
-0.725,-0.404,1.870,276.794,-23.437,80.078
-0.718,-0.446,1.641,324.402,-12.634,103.577
-0.692,-0.497,1.359,367.798,-4.639,127.930
-0.622,-0.480,1.081,402.893,2.930,150.085
-0.649,-0.448,0.833,434.875,6.409,165.771
-0.622,-0.431,0.583,468.933,8.179,180.359
-0.558,-0.451,0.289,505.676,20.142,189.331
-0.351,-0.532,-0.076,538.818,41.626,191.711
-0.103,-0.634,-0.539,553.894,63.599,186.584
0.046,-0.689,-1.115,534.241,76.050,174.561
0.098,-0.565,-1.489,478.027,78.491,166.077
0.144,-0.374,-1.571,417.908,71.411,164.062
0.152,-0.313,-1.594,378.113,55.847,159.485
0.330,-0.286,-1.701,365.051,30.029,162.170
0.404,-0.316,-1.655,363.403,15.076,157.898
0.521,-0.355,-1.637,342.529,3.479,152.588
0.709,-0.315,-1.851,340.820,5.371,142.761
0.830,-0.426,-2.145,331.543,25.818,124.939
0.945,-0.457,-2.466,298.462,48.157,107.605
0.995,-0.315,-2.597,247.681,53.467,88.928
0.983,-0.066,-2.537,189.453,37.231,77.515
0.839,0.053,-2.193,138.977,-5.066,60.791
0.673,0.133,-1.827,99.731,-52.856,43.457
0.515,0.231,-1.522,79.651,-79.041,34.241
0.391,0.273,-1.351,76.782,-72.815,27.527
0.321,0.324,-1.304,80.505,-46.021,23.804
0.282,0.372,-1.235,80.566,-21.606,22.583
0.248,0.409,-1.248,79.529,-9.460,20.142
0.226,0.428,-1.277,74.829,-7.141,18.127
0.197,0.459,-1.228,64.575,-11.292,17.273
0.123,0.446,-1.181,56.702,-20.447,14.709
0.056,0.419,-1.136,52.063,-27.222,14.526
-0.002,0.375,-1.067,47.729,-28.931,15.015
-0.028,0.295,-1.054,49.744,-25.635,15.869
-0.026,0.221,-1.095,55.542,-17.151,17.090
0.013,0.168,-1.181,61.218,-5.737,20.203
0.078,0.138,-1.262,62.134,1.831,21.729
0.155,0.115,-1.317,56.580,1.892,20.813
0.169,0.102,-1.312,44.189,-4.700,17.944
0.167,0.120,-1.221,27.771,-13.306,14.221
0.158,0.139,-1.112,14.343,-20.508,11.658
0.141,0.166,-1.012,5.249,-24.109,10.010
0.126,0.169,-0.951,2.380,-21.790,9.705
0.149,0.177,-0.946,4.944,-11.658,10.864
0.195,0.206,-0.967,8.606,1.160,11.414
0.236,0.230,-0.990,11.414,6.531,10.864
0.239,0.239,-0.987,12.695,1.099,8.728
0.239,0.221,-0.982,12.756,-8.423,6.409
0.216,0.217,-0.978,11.414,-14.954,4.639
0.219,0.212,-0.976,10.376,-15.625,3.967
0.203,0.205,-0.973,9.644,-11.658,1.770
0.185,0.201,-0.975,8.789,-5.798,1.160
0.183,0.194,-0.992,9.277,-1.160,0.977
0.184,0.188,-1.026,10.498,1.404,1.465
0.185,0.189,-1.045,9.949,1.404,1.587
0.180,0.187,-1.051,8.423,-0.793,0.793
0.168,0.190,-1.041,6.104,-3.235,-0.916
0.152,0.190,-1.029,3.967,-5.798,-2.563
0.142,0.197,-1.020,2.563,-8.484,-3.357
0.140,0.199,-1.008,1.160,-10.864,-3.906
0.133,0.202,-0.983,-0.793,-11.353,-4.333
0.133,0.214,-0.964,-1.526,-11.230,-3.967
0.132,0.216,-0.952,-1.099,-11.169,-3.662
0.135,0.207,-0.939,-0.854,-9.216,-4.456
0.131,0.210,-0.937,-0.122,-5.981,-5.615
0.117,0.198,-0.947,2.014,-4.761,-6.714
0.086,0.182,-0.959,2.869,-5.066,-6.348
0.098,0.185,-0.957,2.136,-5.615,-3.723
0.117,0.188,-0.968,1.953,-6.042,-2.502
0.126,0.187,-0.987,2.808,-5.066,-2.930
0.135,0.195,-0.988,2.625,-2.869,-3.540
0.139,0.204,-0.980,2.075,-2.502,-4.333
0.126,0.207,-0.965,0.793,-5.798,-5.371
0.111,0.209,-0.951,-0.122,-9.705,-5.554
0.101,0.207,-0.953,0.427,-11.719,-5.737
0.093,0.209,-0.951,0.916,-8.240,-6.531
0.087,0.205,-0.953,1.831,-3.479,-7.080
0.084,0.201,-0.965,3.418,-1.831,-7.019
0.079,0.190,-0.980,3.601,-2.869,-5.798
0.090,0.186,-0.983,2.563,-3.479,-3.418
0.121,0.195,-0.985,1.404,-3.113,-2.258
0.127,0.197,-0.989,0.916,-2.686,-3.174
0.123,0.202,-0.973,0.061,-2.563,-4.028
0.121,0.204,-0.962,0.000,-3.906,-4.272
0.118,0.205,-0.959,0.793,-6.042,-4.272
0.115,0.201,-0.959,1.648,-7.263,-4.272
0.111,0.191,-0.968,1.831,-6.165,-3.601
0.127,0.200,-0.978,1.770,-4.028,-3.479
0.135,0.209,-0.974,1.282,-2.930,-4.272
0.127,0.214,-0.964,1.404,-4.639,-5.615
0.116,0.208,-0.958,1.831,-7.141,-6.042
0.105,0.199,-0.971,1.282,-7.568,-5.920
0.108,0.207,-0.963,-1.160,-4.395,-5.493
0.113,0.211,-0.947,-2.258,-1.343,-5.432
0.106,0.210,-0.945,-1.099,-0.916,-5.493
0.118,0.215,-0.950,0.854,-2.502,-4.028
0.132,0.220,-0.953,2.014,-4.639,-3.052
0.120,0.222,-0.936,1.648,-6.226,-3.967
0.112,0.214,-0.919,2.197,-6.775,-4.517
0.110,0.214,-0.926,3.723,-6.226,-4.272
0.113,0.206,-0.948,4.333,-4.578,-3.418
0.123,0.207,-0.953,3.723,-2.686,-3.113
0.124,0.197,-0.974,3.906,-2.502,-2.991
0.132,0.197,-0.990,3.540,-2.563,-3.174
0.135,0.201,-0.990,2.075,-2.014,-3.662
0.129,0.203,-0.986,1.099,-2.625,-4.578
0.123,0.203,-0.987,0.854,-3.723,-5.249
0.120,0.212,-0.980,0.366,-4.150,-5.554
0.111,0.217,-0.961,-0.244,-4.333,-5.920
0.102,0.215,-0.944,0.183,-4.639,-5.798
0.100,0.219,-0.940,1.099,-4.517,-5.188
0.094,0.220,-0.929,2.136,-4.333,-4.578
0.091,0.211,-0.928,3.357,-4.333,-3.784
0.099,0.206,-0.934,4.272,-4.211,-3.113
0.104,0.206,-0.946,4.761,-3.967,-2.625
0.110,0.199,-0.956,5.371,-3.967,-2.563

0.374,-0.302,-2.003,342.590,10.315,137.146
0.597,-0.127,-1.985,322.632,23.865,135.437
0.672,-0.141,-1.999,317.993,29.846,131.470
0.735,-0.187,-2.191,304.687,18.677,120.605
0.767,-0.059,-2.246,254.272,2.258,107.971
0.744,0.044,-2.092,195.374,-16.113,87.402
0.612,0.099,-1.959,153.870,-24.963,63.843
0.562,0.180,-1.743,123.657,-27.344,50.781
0.563,0.235,-1.598,113.342,-31.921,44.617
0.488,0.407,-1.389,102.844,-41.443,36.438
0.365,0.394,-1.267,103.882,-54.321,29.419
0.324,0.419,-1.184,100.281,-55.664,26.855
0.312,0.402,-1.063,92.957,-43.335,24.353
0.298,0.370,-1.047,97.168,-22.827,20.447
0.310,0.373,-1.169,105.896,-3.174,17.700
0.316,0.362,-1.323,109.070,11.292,15.320
0.301,0.361,-1.385,102.539,13.245,14.038
0.286,0.362,-1.417,92.163,3.479,13.245
0.208,0.357,-1.355,78.369,-10.742,10.620
0.134,0.301,-1.335,69.641,-18.677,8.484
0.096,0.243,-1.384,65.796,-10.315,7.080
0.132,0.215,-1.461,61.523,9.155,7.629
0.170,0.205,-1.514,53.528,19.714,6.836
0.198,0.179,-1.535,42.969,13.184,5.310
0.234,0.185,-1.478,27.710,-4.150,4.883
0.230,0.214,-1.327,9.155,-22.644,3.723
0.219,0.249,-1.093,-8.057,-31.067,1.038
0.168,0.304,-0.869,-16.113,-34.180,-1.831
0.123,0.314,-0.750,-11.963,-35.339,-2.625
0.115,0.297,-0.723,-3.601,-28.381,-1.221
0.116,0.277,-0.724,3.540,-14.526,0.122
0.134,0.245,-0.713,8.911,-3.601,1.526
0.187,0.231,-0.719,12.695,-1.648,3.357
0.208,0.215,-0.733,14.771,-5.493,3.662
0.216,0.193,-0.771,16.479,-6.836,2.441
0.222,0.187,-0.821,17.883,-2.441,1.038
0.229,0.183,-0.883,19.714,2.014,-1.221
0.217,0.180,-0.942,20.386,3.052,-3.052
0.195,0.163,-0.994,20.386,1.770,-3.601
0.219,0.162,-1.052,19.836,2.136,-2.441
0.245,0.187,-1.088,17.273,3.052,-2.258
0.244,0.211,-1.112,12.878,3.296,-4.211
0.245,0.231,-1.073,6.592,3.845,-7.019
0.226,0.251,-1.050,3.540,3.174,-9.705
0.183,0.248,-1.054,3.967,-0.488,-10.986
0.144,0.247,-1.047,4.700,-5.432,-9.949
0.136,0.248,-1.059,6.165,-8.545,-7.446
0.130,0.235,-1.056,5.859,-8.362,-6.348
0.125,0.214,-1.061,5.371,-6.470,-6.104
0.151,0.207,-1.084,4.028,-4.333,-5.554
0.173,0.207,-1.076,0.061,-2.869,-6.165
0.165,0.219,-0.978,-7.202,-4.028,-7.874
0.153,0.226,-0.906,-10.315,-6.653,-8.850
0.133,0.229,-0.841,-10.498,-6.592,-9.399
0.098,0.215,-0.809,-7.263,-4.333,-9.949
0.099,0.202,-0.852,-0.732,-2.380,-7.568
0.117,0.197,-0.909,3.967,-1.343,-4.639
0.129,0.184,-0.977,6.531,-0.916,-3.418
0.156,0.187,-1.020,6.592,1.099,-2.930
0.184,0.205,-1.030,3.052,2.930,-3.052
0.183,0.221,-0.996,-2.136,1.831,-4.272
0.176,0.243,-0.949,-5.920,-1.221,-5.432
0.165,0.250,-0.917,-6.348,-2.930,-6.104
0.144,0.252,-0.907,-4.822,-2.197,-6.836
0.129,0.246,-0.914,-2.014,-1.343,-6.348
0.119,0.235,-0.941,0.977,-2.563,-5.310
0.120,0.223,-0.972,3.052,-4.272,-3.845
0.132,0.214,-1.001,3.174,-4.395,-2.441
0.145,0.216,-1.006,0.793,-3.540,-1.587
0.161,0.219,-1.014,-1.648,-3.174,-2.014
0.169,0.234,-1.013,-3.662,-3.479,-2.869
0.156,0.232,-0.998,-5.676,-4.578,-3.662
0.158,0.227,-0.992,-7.568,-5.127,-3.540
0.164,0.231,-0.989,-8.240,-4.517,-3.479
0.160,0.221,-0.997,-6.653,-4.395,-3.662
0.172,0.227,-1.010,-5.676,-4.883,-2.991
0.188,0.233,-1.016,-5.554,-6.409,-2.686
0.188,0.243,-1.003,-6.958,-8.911,-3.784
0.185,0.251,-0.970,-9.155,-11.108,-4.395
0.176,0.260,-0.913,-11.963,-12.695,-4.761
0.157,0.265,-0.879,-12.085,-14.038,-4.944
0.155,0.268,-0.867,-11.108,-12.573,-4.150
0.159,0.271,-0.855,-9.705,-8.728,-3.479
0.151,0.257,-0.866,-5.920,-4.883,-3.174
0.172,0.250,-0.906,-2.319,-2.014,-2.258
0.193,0.252,-0.945,-0.427,-0.916,-1.892
0.202,0.250,-0.974,-0.366,-2.136,-3.113
0.210,0.258,-0.974,-1.709,-3.723,-4.517
0.215,0.272,-0.949,-3.479,-6.104,-5.859
0.198,0.279,-0.912,-4.578,-10.315,-7.324
0.174,0.275,-0.886,-4.700,-13.306,-7.812
0.155,0.269,-0.879,-3.906,-10.986,-7.629
0.151,0.266,-0.889,-2.258,-4.944,-7.202
0.150,0.266,-0.906,-0.183,-0.977,-6.592
0.151,0.272,-0.931,1.587,-2.197,-5.432
0.153,0.271,-0.932,1.465,-5.676,-4.883
0.150,0.269,-0.929,0.549,-7.935,-5.005
0.147,0.271,-0.922,0.000,-8.362,-5.005
0.145,0.264,-0.932,0.549,-7.568,-5.066
0.149,0.253,-0.959,1.404,-4.456,-4.822
0.163,0.253,-0.994,1.953,-0.610,-4.456
0.169,0.259,-1.007,1.282,0.488,-4.700
0.172,0.270,-0.996,-0.610,-1.953,-5.676
0.168,0.278,-0.968,-2.136,-6.165,-6.775
0.150,0.288,-0.934,-2.747,-10.498,-7.385
0.135,0.286,-0.923,-2.014,-14.038,-7.263
0.122,0.288,-0.903,-1.648,-13.306,-6.958
0.107,0.288,-0.902,-0.793,-10.254,-6.653
0.112,0.282,-0.908,0.671,-6.653,-5.432
0.123,0.284,-0.919,1.282,-4.517,-4.517
0.126,0.275,-0.929,2.197,-5.432,-4.517
0.134,0.272,-0.933,2.319,-7.385,-4.272
0.145,0.276,-0.939,2.869,-10.315,-4.517
0.137,0.262,-0.937,3.723,-13.000,-5.249
0.133,0.275,-0.938,3.845,-14.771,-5.005
0.130,0.255,-0.936,4.150,-15.320,-4.517
0.131,0.274,-0.947,3.052,-14.526,-3.906
0.136,0.263,-0.957,3.052,-12.146,-3.601
0.148,0.272,-0.976,2.441,-8.911,-3.906

-1.345,-0.003,1.096,11.658,-117.065,-52.246
-1.219,0.200,1.045,19.409,-116.394,-36.377
-1.059,0.082,0.857,34.729,-108.459,-15.137
-0.823,0.083,0.632,26.123,-89.172,1.221
-0.753,0.086,0.582,25.208,-58.716,4.761
-0.696,0.054,0.627,22.827,-38.818,2.502
-0.658,0.046,0.634,14.099,-35.278,-2.563
-0.668,0.055,0.670,7.385,-42.175,-7.080
-0.701,0.050,0.655,13.550,-66.711,-11.719
-0.747,0.034,0.569,16.541,-95.947,-14.587
-0.753,0.020,0.539,12.207,-117.798,-12.939
-0.722,0.019,0.538,5.615,-126.831,-7.812
-0.733,-0.061,0.495,-4.639,-121.765,-4.639
-0.718,-0.051,0.547,-29.846,-97.717,-8.850
-0.691,-0.002,0.615,-41.382,-72.205,-15.564
-0.705,0.022,0.668,-41.382,-56.274,-15.869
-0.667,0.017,0.698,-39.001,-45.898,-8.484
-0.634,0.012,0.718,-32.410,-43.274,-0.671
-0.595,-0.003,0.715,-28.687,-45.227,0.977
-0.545,0.042,0.687,-30.090,-46.387,-0.610
-0.516,0.039,0.679,-32.776,-45.410,-1.526
-0.495,0.031,0.674,-36.987,-42.542,-3.235
-0.481,0.040,0.690,-41.992,-37.720,-6.470
-0.478,0.058,0.697,-45.166,-32.471,-7.935
-0.464,0.045,0.755,-46.936,-28.442,-6.104
-0.437,0.071,0.787,-48.035,-27.466,-6.470
-0.427,0.028,0.838,-46.814,-28.870,-8.545
-0.427,0.024,0.853,-45.593,-30.151,-11.963
-0.456,-0.004,0.879,-44.373,-32.471,-15.808
-0.475,-0.034,0.897,-44.617,-35.461,-16.846
-0.476,-0.043,0.929,-45.044,-36.255,-17.944
-0.493,-0.064,0.952,-44.983,-33.691,-19.714
-0.519,-0.076,0.976,-44.006,-29.480,-20.752
-0.545,-0.093,0.993,-40.833,-25.757,-22.278
-0.568,-0.117,1.011,-36.072,-22.461,-22.339
-0.595,-0.136,1.011,-30.212,-20.752,-21.790
-0.614,-0.135,1.002,-25.696,-20.264,-21.912
-0.610,-0.119,0.972,-22.400,-19.775,-21.851
-0.612,-0.135,0.941,-17.761,-19.409,-20.752
-0.614,-0.138,0.917,-14.038,-19.714,-19.836
-0.611,-0.145,0.897,-10.498,-20.874,-17.822
-0.602,-0.148,0.870,-8.301,-21.118,-16.052
-0.598,-0.154,0.846,-8.301,-20.081,-14.160
-0.583,-0.148,0.818,-9.888,-18.555,-11.658
-0.562,-0.149,0.808,-10.559,-14.832,-8.301
-0.543,-0.153,0.826,-13.062,-11.230,-8.667
-0.519,-0.136,0.839,-16.174,-7.507,-8.911
-0.500,-0.126,0.859,-15.991,-6.042,-9.888
-0.497,-0.147,0.865,-13.733,-7.690,-10.864
-0.517,-0.180,0.870,-11.658,-12.207,-12.390
-0.531,-0.186,0.866,-9.583,-17.761,-15.564
-0.532,-0.172,0.858,-10.132,-20.508,-18.005
-0.537,-0.178,0.869,-12.634,-17.700,-15.808
-0.514,-0.183,0.888,-11.841,-10.193,-12.756
-0.512,-0.138,0.908,-1.587,-0.122,-12.207
-0.509,-0.167,0.906,-2.869,2.136,-9.644
-0.495,-0.172,0.904,-3.662,1.282,-6.042
-0.491,-0.161,0.898,-1.343,-0.549,-6.287
-0.496,-0.153,0.870,1.526,-5.371,-7.507
-0.503,-0.168,0.852,3.418,-9.155,-6.714
-0.523,-0.196,0.846,4.028,-9.949,-4.700
-0.552,-0.247,0.854,2.014,-9.094,-6.287
-0.569,-0.193,0.858,-2.136,-5.249,-7.874
-0.563,-0.181,0.887,-3.784,0.183,-7.202
-0.559,-0.172,0.904,-2.014,4.211,-6.042
-0.550,-0.158,0.906,1.465,4.822,-4.944
-0.551,-0.162,0.891,7.080,1.404,-3.357
-0.542,-0.194,0.857,10.559,-3.662,-0.549
-0.540,-0.199,0.823,9.399,-6.226,0.305
-0.552,-0.201,0.814,5.371,-6.836,-0.977
-0.557,-0.187,0.819,2.136,-5.188,-0.916
-0.548,-0.168,0.832,-0.488,-2.380,-0.061
-0.536,-0.156,0.850,-0.977,-1.038,-0.488
-0.532,-0.150,0.850,0.916,-2.502,-0.793
-0.524,-0.153,0.846,3.540,-5.127,-0.549
-0.517,-0.170,0.841,4.944,-6.775,-0.732
-0.519,-0.182,0.826,4.517,-6.470,-1.892
-0.529,-0.189,0.826,2.686,-5.005,-2.869
-0.530,-0.179,0.837,-0.061,-3.540,-2.808
-0.527,-0.164,0.855,-1.404,-2.686,-2.441
-0.527,-0.158,0.864,-0.122,-2.808,-1.892
-0.527,-0.163,0.861,2.869,-3.906,-1.221
-0.523,-0.167,0.851,5.859,-5.676,0.183
-0.515,-0.173,0.836,7.263,-6.775,1.282
-0.508,-0.177,0.826,7.263,-6.714,1.099
-0.511,-0.181,0.814,5.798,-5.859,0.061
-0.512,-0.180,0.812,3.418,-4.395,-0.854
-0.512,-0.173,0.814,1.221,-2.808,-1.465
-0.512,-0.173,0.820,0.183,-1.648,-1.953
-0.510,-0.179,0.824,-0.061,-1.465,-2.258
-0.504,-0.175,0.831,-0.183,-1.770,-2.747
-0.504,-0.179,0.837,0.000,-2.319,-3.845
-0.508,-0.173,0.847,-0.183,-2.563,-4.578
-0.514,-0.166,0.852,0.122,-3.296,-5.188
-0.522,-0.162,0.852,1.526,-4.700,-5.188
-0.529,-0.162,0.843,3.052,-6.409,-4.333
-0.530,-0.174,0.826,4.456,-7.263,-3.296
-0.531,-0.186,0.806,4.333,-6.653,-2.502
-0.523,-0.196,0.794,1.404,-4.456,-2.380
-0.534,-0.197,0.811,-1.831,-1.526,-3.479
-0.545,-0.189,0.838,-4.272,-0.122,-4.028
-0.539,-0.177,0.872,-4.944,-0.427,-3.357
-0.537,-0.171,0.890,-2.625,-2.075,-3.174
-0.540,-0.166,0.889,1.526,-5.188,-2.625
-0.534,-0.169,0.869,5.554,-8.484,-0.977
-0.520,-0.179,0.851,7.996,-10.193,0.488
-0.509,-0.181,0.825,8.545,-10.193,0.854
-0.500,-0.187,0.804,7.263,-8.789,0.305
-0.494,-0.196,0.793,4.150,-6.653,-1.343
-0.500,-0.190,0.794,0.427,-4.639,-3.662
-0.508,-0.178,0.815,-2.014,-3.540,-5.859
-0.521,-0.181,0.832,-2.930,-3.967,-6.714
-0.533,-0.175,0.843,-2.747,-4.395,-6.470
-0.527,-0.169,0.863,-1.587,-4.333,-5.615
-0.525,-0.162,0.858,1.099,-4.578,-4.822
-0.522,-0.172,0.838,4.150,-5.676,-3.967
-0.511,-0.189,0.823,5.432,-6.653,-2.502
-0.507,-0.199,0.798,4.456,-6.836,-2.625
-0.506,-0.190,0.797,1.343,-5.554,-3.845
