aX,aY,aZ,gX,gY,gZ
-0.020,0.762,0.712,-9.949,-6.653,40.588
-0.043,0.760,0.663,-6.104,-10.803,43.457
-0.006,0.753,0.627,-4.211,-18.982,45.715
0.026,0.771,0.565,-7.324,-28.625,45.288
0.117,0.814,0.522,-18.250,-39.490,44.495
0.234,0.909,0.515,-29.480,-47.180,42.786
0.339,1.016,0.487,-36.987,-48.523,38.574
0.480,1.136,0.436,-41.138,-49.011,33.630
0.656,1.176,0.435,-47.424,-52.551,35.278
0.981,1.155,0.628,-58.472,-60.303,48.523
1.414,1.244,0.796,-67.261,-64.148,67.322
2.079,1.295,1.015,-75.073,-50.781,88.989
3.004,1.503,1.103,-73.792,-17.273,118.591
3.859,1.392,1.206,-39.673,-2.136,116.272
3.998,1.233,0.787,34.058,-0.916,82.092
3.998,1.154,-0.092,96.863,-24.719,29.785
3.998,0.499,-0.811,61.401,-66.650,-77.942
3.998,-0.296,-0.872,-54.382,-80.688,-253.540
3.998,-1.021,-0.505,-201.355,-67.017,-440.979
3.352,-1.841,0.311,-308.289,-50.720,-612.000
1.659,-2.695,0.789,-341.064,-7.202,-719.238
-1.431,-3.976,0.807,-300.415,21.606,-745.300
-4.000,-4.000,0.979,-279.419,12.451,-648.071
-4.000,-4.000,1.614,-310.059,-31.555,-435.852
-4.000,-3.586,2.496,-290.955,-21.362,-294.800
-3.974,-2.952,2.705,-211.182,61.951,-244.995
-3.799,-2.426,2.589,-144.470,32.349,-224.060
-3.835,-1.718,2.415,-93.384,-58.838,-179.626
-3.455,-0.976,1.543,-23.376,-18.555,-116.699
-1.776,-0.792,0.310,41.199,103.455,-22.156
0.268,-0.669,-0.770,71.594,164.612,45.593
1.084,-0.387,-0.992,42.480,118.347,38.330
0.764,-0.256,-0.385,-6.897,18.433,1.953
0.180,-0.204,0.478,-37.537,-38.574,-22.095
-0.296,-0.258,1.138,-39.246,-45.532,-26.428
-0.504,-0.325,1.567,-23.010,-40.527,-20.752
-0.605,-0.310,1.706,-0.977,-21.057,-17.334
-0.618,-0.331,1.598,21.057,5.920,-15.137
-0.538,-0.344,1.275,36.743,18.616,-9.460
-0.501,-0.324,0.889,42.847,17.212,-5.615
-0.556,-0.264,0.614,36.987,3.296,-4.150
-0.645,-0.172,0.604,21.973,-18.738,-0.366
-0.676,-0.100,0.793,10.315,-31.433,5.371
-0.495,-0.015,0.915,8.118,-29.907,13.916
-0.169,-0.020,0.878,14.709,-14.465,21.301
0.085,-0.005,0.810,17.822,2.563,19.775
0.029,-0.002,0.846,17.151,5.493,8.728
-0.195,-0.014,0.962,14.343,-1.282,-3.845
-0.451,0.009,1.083,9.705,-5.554,-12.207
-0.600,0.048,1.203,6.714,-8.667,-12.207
-0.678,0.072,1.223,8.423,-7.263,-6.409
-0.656,0.071,1.188,12.512,-2.991,0.427
-0.486,0.091,1.063,15.747,0.610,8.057
-0.246,0.074,0.939,18.005,4.700,12.878
-0.138,0.077,0.866,16.357,7.263,10.437
-0.233,0.063,0.870,12.329,0.854,2.991
-0.464,0.060,0.932,8.789,-9.155,-4.761
-0.600,0.062,1.011,6.775,-16.907,-5.188
-0.572,0.042,0.981,7.507,-19.470,0.610
-0.424,0.018,0.879,8.667,-11.841,6.226
-0.327,-0.002,0.793,8.667,-4.089,8.240
-0.286,-0.015,0.776,8.118,-4.700,8.362
-0.250,-0.042,0.760,8.179,-5.249,8.667
-0.212,-0.057,0.754,6.470,-2.197,7.812
-0.190,-0.060,0.766,3.235,-0.427,6.104
-0.224,-0.047,0.796,0.122,-1.770,3.906
-0.260,-0.040,0.829,-1.282,-5.676,2.441
-0.289,-0.025,0.868,-1.709,-6.958,1.465
-0.259,-0.018,0.877,-0.061,-3.296,1.160
-0.242,-0.027,0.892,0.977,2.319,1.160
-0.264,-0.026,0.929,0.854,5.310,-0.366
-0.277,-0.040,0.987,1.404,4.761,-1.587
-0.298,-0.033,0.979,1.709,2.747,-2.808
-0.300,-0.031,0.937,0.732,1.282,-3.601
-0.298,-0.035,0.896,-1.282,-1.282,-3.845
-0.319,-0.039,0.933,-4.761,-7.202,-3.845
-0.351,-0.031,1.029,-7.202,-12.390,-4.150
-0.388,-0.034,1.110,-6.714,-13.245,-4.395
-0.394,-0.038,1.134,-3.296,-11.597,-2.747
-0.339,-0.040,1.105,1.221,-7.080,-0.916
-0.274,-0.046,1.027,4.517,-0.732,-0.305
-0.266,-0.045,0.967,4.944,0.854,-1.831
-0.307,-0.037,0.946,4.089,-2.686,-4.089
-0.340,-0.021,0.927,2.441,-3.906,-6.165
-0.397,-0.008,0.940,0.793,-2.319,-7.751
-0.411,-0.007,0.963,1.160,-5.005,-5.859
-0.403,-0.008,0.972,2.075,-8.301,-3.479

0.239,0.090,1.129,-17.395,17.578,-4.272
0.190,0.063,1.001,7.812,1.587,-5.371
0.239,0.042,0.977,5.310,-0.427,-5.615
0.209,0.073,0.947,0.549,0.916,-2.075
0.217,0.052,0.954,1.709,-1.770,-3.784
0.219,0.029,0.955,2.075,-4.700,-4.211
0.218,0.019,0.957,0.854,-6.653,-2.380
0.236,0.037,1.053,-1.160,-5.432,-1.465
0.220,0.028,0.972,1.648,1.221,-2.502
0.218,0.059,0.990,2.075,1.648,-2.686
0.220,0.094,0.984,0.610,0.977,-1.465
0.226,0.100,0.985,-0.610,-0.610,-1.892
0.226,0.072,0.977,0.061,-0.488,-3.967
0.212,0.058,0.972,0.183,0.305,-5.188
0.185,0.042,1.019,0.671,0.122,-5.432
0.188,0.040,0.990,2.380,-3.052,-3.601
0.231,0.045,0.985,2.563,-3.113,-2.502
0.228,0.054,0.970,2.502,-2.441,-1.770
0.208,0.043,0.989,1.526,-1.587,-2.808
0.192,0.033,0.987,1.038,-1.404,-2.808
0.202,0.030,0.989,1.160,-1.160,-1.404
0.207,0.043,0.990,0.793,-0.732,-0.061
0.216,0.052,1.008,0.732,-0.610,0.427
0.226,0.054,0.994,2.014,-1.587,0.305
0.237,0.067,0.964,2.258,-2.441,-0.183
0.268,0.082,0.970,1.587,-1.160,-1.953
0.266,0.061,0.907,0.488,0.305,-6.348
0.203,-0.011,0.762,-8.118,6.348,-11.780
0.141,-0.036,0.860,-27.344,26.917,-14.038
0.114,0.048,1.176,-33.020,47.119,-10.681
0.125,0.023,1.267,-17.700,34.058,-6.104
0.169,-0.011,1.023,0.793,9.399,-2.563
0.225,0.039,1.003,-1.526,-0.732,5.127
0.232,0.072,0.982,-1.831,-1.770,4.639
0.212,0.056,0.974,0.122,0.061,-0.610
0.182,0.022,1.003,0.061,1.770,-3.906
0.177,0.024,1.007,-1.587,1.709,-4.089
0.179,0.019,0.973,-1.953,1.221,-3.845
0.174,0.023,0.885,-4.150,4.272,-4.517
0.156,-0.021,0.903,-13.550,15.625,-8.118
0.139,-0.008,0.925,-24.536,40.344,-10.803
0.098,-0.005,1.120,-30.457,54.443,-11.047
0.104,-0.023,1.129,-19.897,43.396,-8.545
0.125,-0.021,1.047,-12.024,26.978,-3.174
0.148,0.030,1.025,-11.963,19.897,2.197
0.159,0.036,1.005,-12.756,18.494,0.488
0.122,0.004,1.004,-11.169,18.372,-3.601
0.092,-0.021,1.033,-9.827,18.555,-5.127
0.099,-0.028,1.053,-8.118,16.541,-4.333
0.119,-0.028,1.037,-5.859,11.292,-2.197
0.120,-0.021,1.016,-4.578,7.263,-0.671
0.132,-0.003,1.021,-3.784,6.104,-0.793
0.110,-0.033,1.024,-2.136,4.700,-2.014
0.217,-0.009,0.811,-3.174,4.822,-4.272
0.184,-0.004,0.606,-23.437,26.489,-7.629
0.147,-0.042,0.675,-60.181,76.660,-23.071
0.150,-0.123,0.768,-83.984,126.099,-36.743
0.049,-0.165,1.254,-40.955,128.540,-39.368
-0.030,0.044,0.958,39.246,17.029,-12.268
0.013,0.001,1.154,10.376,-16.479,0.244
0.054,-0.028,1.031,-3.296,-13.245,-7.629
0.078,-0.090,1.014,-1.038,-3.906,-18.555
0.011,-0.031,1.011,11.780,-4.333,-16.602
0.008,-0.015,1.022,12.756,-4.822,-15.015
0.057,-0.102,1.016,9.094,-4.211,-17.151
0.020,-0.038,1.014,10.742,-4.944,-13.794
0.058,-0.088,1.007,18.311,-5.371,-13.672
0.061,-0.058,1.022,27.466,-6.226,-7.751
0.027,0.019,1.020,52.856,-9.766,-3.784
-0.075,0.194,1.033,95.764,-13.184,-5.493
-0.122,0.141,1.399,144.775,-17.273,-33.875
-0.064,0.063,1.133,154.541,11.047,-59.937
-0.003,0.031,1.057,174.988,15.259,-73.792
-0.015,0.027,1.038,193.359,11.658,-79.956
-0.003,0.059,1.060,192.566,13.855,-78.979
-0.081,0.125,0.958,174.072,16.113,-68.970
-0.006,0.034,-0.048,155.273,-14.404,-39.978
-0.015,0.176,1.697,-78.613,-21.240,-14.404
0.037,0.226,0.944,-2.319,-9.155,1.648
-0.033,0.158,0.856,-19.409,19.531,6.531
-0.020,0.211,0.940,2.075,-12.024,22.461
0.026,0.223,0.996,-5.798,-0.244,21.057
0.032,0.182,1.037,14.343,-4.822,6.897
0.058,0.152,1.004,20.020,-3.357,-4.944
0.013,0.125,1.042,19.409,-6.042,-8.667
0.015,0.206,0.976,20.447,-4.700,-4.822
0.010,0.180,0.870,16.846,-3.906,-3.052
0.008,0.195,1.013,1.099,-5.066,-3.113
0.009,0.205,0.971,6.042,-4.150,-2.625
0.011,0.204,0.981,2.258,-4.700,-2.502
0.009,0.200,1.001,1.831,-4.822,-3.357
0.009,0.204,0.989,3.845,-4.578,-2.869
0.010,0.203,0.987,3.845,-4.517,-2.747
0.005,0.204,0.986,3.357,-4.639,-2.869
0.008,0.201,0.997,3.052,-4.639,-2.991
0.010,0.204,0.986,3.601,-4.578,-2.930
0.010,0.205,0.982,3.418,-4.700,-2.869
0.011,0.202,0.993,3.052,-4.700,-2.991
0.010,0.201,0.994,3.113,-4.639,-2.991
0.011,0.203,0.990,3.662,-4.639,-2.808
0.010,0.201,0.994,3.174,-4.700,-2.930
0.010,0.203,0.993,3.418,-4.639,-2.930
0.010,0.202,0.992,3.662,-4.639,-2.930
0.010,0.202,0.995,3.479,-4.639,-2.930
0.009,0.203,0.993,3.296,-4.639,-2.930
0.010,0.202,0.992,3.357,-4.578,-2.869
0.010,0.203,0.992,3.357,-4.639,-2.930
0.010,0.203,0.994,3.235,-4.639,-2.869
0.010,0.203,0.991,3.357,-4.639,-2.991
0.010,0.203,0.993,3.357,-4.578,-2.991
0.011,0.203,0.993,3.357,-4.700,-2.991
0.010,0.202,0.993,3.479,-4.700,-2.930
0.010,0.203,0.993,3.418,-4.700,-2.930
0.010,0.202,0.993,3.357,-4.639,-2.930
0.010,0.203,0.993,3.357,-4.700,-2.991
0.011,0.203,0.994,3.357,-4.700,-2.930
0.009,0.203,0.993,3.357,-4.639,-2.930
0.010,0.203,0.992,3.357,-4.700,-2.991
0.010,0.203,0.993,3.540,-4.700,-2.991

